,X,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.tip,notes
495,495,1428,Cliba_ruftus_IAvHBT11828,Clibanornis rufipectus,-,Clibanornis rufipectus,Clibanornis rufipectus,Clibanornis rufipectus,Furnariidae,Automolus_rubiginosus,
496,496,231,Clytoc_ali_A133422,Clytoctantes alixii,-,Clytoctantes alixii,Clytoctantes alixii,Clytoctantes alixii,Thamnophilidae,Clytoctantes_alixii,
497,497,231,Clytoc_ali_A133422,Clytoctantes alixii,-,Clytoctantes alixii,Clytoctantes alixii,Clytoctantes alixii,Thamnophilidae,Clytoctantes_alixii,
498,498,233,Clytoc_atrgul_MZU96888,Clytoctantes atrogularis,-,Clytoctantes atrogularis,Clytoctantes atrogularis,Clytoctantes atrogularis,Thamnophilidae,Clytoctantes_atrogularis,
499,499,233,Clytoc_atrgul_MZU96888,Clytoctantes atrogularis,-,Clytoctantes atrogularis,Clytoctantes atrogularis,Clytoctantes atrogularis,Thamnophilidae,Clytoctantes_atrogularis,
500,500,2616,Cnemar_erygiu_L30022,Cnemarchus erythropygius,erythropygius,Cnemarchus erythropygius,Cnemarchus erythropygius,Cnemarchus erythropygius,Tyrannidae,Cnemarchus_erythropygius,
501,501,2616,Cnemar_erygiu_L30022,Cnemarchus erythropygius,erythropygius,Cnemarchus erythropygius,Cnemarchus erythropygius,Cnemarchus erythropygius,Tyrannidae,Cnemarchus_erythropygius,
502,502,2616,Cnemar_erygiu_L30022,Cnemarchus erythropygius,erythropygius,Cnemarchus erythropygius,Cnemarchus erythropygius,Cnemarchus erythropygius,Tyrannidae,Cnemarchus_erythropygius,
503,503,2421,Cnemot_fustus_L75460,Cnemotriccus fuscatus,duidae,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
504,504,2425,Cnemot_fustus_H12966,Cnemotriccus fuscatus,cabanisi?,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
505,505,2422,Cnemot_fustus_L12894,Cnemotriccus fuscatus,"\lowland bimaculatus\\\""""",Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
506,506,2420,Cnemot_fustus_L58445,Cnemotriccus fuscatus,bimaculatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
507,507,2423,Cnemot_fustus_L74790,Cnemotriccus fuscatus,fuscatior,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
508,508,2421,Cnemot_fustus_L75460,Cnemotriccus fuscatus,duidae,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
509,509,2419,Cnemot_fustus_SP93246,Cnemotriccus fuscatus,fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
510,510,2426,Cnemot_fustus_YPM137446,Cnemotriccus fuscatus,fumosus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
511,511,2420,Cnemot_fustus_L58445,Cnemotriccus fuscatus,bimaculatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
512,512,2425,Cnemot_fustus_H12966,Cnemotriccus fuscatus,cabanisi?,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
513,513,2421,Cnemot_fustus_L75460,Cnemotriccus fuscatus,duidae,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
514,514,2423,Cnemot_fustus_L74790,Cnemotriccus fuscatus,fuscatior,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
515,515,2419,Cnemot_fustus_SP93246,Cnemotriccus fuscatus,fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
516,516,2422,Cnemot_fustus_L12894,Cnemotriccus fuscatus,"\lowland bimaculatus\\\""""",Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
517,517,2420,Cnemot_fustus_L58445,Cnemotriccus fuscatus,bimaculatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
518,518,2426,Cnemot_fustus_YPM137446,Cnemotriccus fuscatus,fumosus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus,Tyrannidae,Cnemotriccus_fuscatus,
519,519,2288,Cnipod_subeus_L2540,Cnipodectes subbrunneus,minor,Cnipodectes subbrunneus,Cnipodectes subbrunneus,Cnipodectes subbrunneus,Pipromorphidae,Cnipodectes_subbrunneus,
520,520,2288,Cnipod_subeus_L2540,Cnipodectes subbrunneus,minor,Cnipodectes subbrunneus,Cnipodectes subbrunneus,Cnipodectes subbrunneus,Pipromorphidae,Cnipodectes_subbrunneus,
521,521,2290,Cnipod_supfus_L78843,Cnipodectes superrufus,-,Cnipodectes superrufus,Cnipodectes superrufus,Cnipodectes superrufus,Pipromorphidae,NA,
522,522,2290,Cnipod_supfus_L78843,Cnipodectes superrufus,-,Cnipodectes superrufus,Cnipodectes superrufus,Cnipodectes superrufus,Pipromorphidae,NA,
523,523,2685,Coloni_colon_K3731,Colonia colonus,colonus,Colonia colonus,Colonia colonus,Colonia colonus,Tyrannidae,Colonia_colonus,
524,524,2685,Coloni_colon_K3731,Colonia colonus,colonus,Colonia colonus,Colonia colonus,Colonia colonus,Tyrannidae,Colonia_colonus,
525,525,2685,Coloni_colon_K3731,Colonia colonus,colonus,Colonia colonus,Colonia colonus,Colonia colonus,Tyrannidae,Colonia_colonus,
526,526,2683,Colorh_partri_K11725,Colorhamphus parvirostris,-,Colorhamphus parvirostris,Colorhamphus parvirostris,Colorhamphus parvirostris,Tyrannidae,Colorhamphus_parvirostris,
527,527,2683,Colorh_partri_K11725,Colorhamphus parvirostris,-,Colorhamphus parvirostris,Colorhamphus parvirostris,Colorhamphus parvirostris,Tyrannidae,Colorhamphus_parvirostris,
528,528,2683,Colorh_partri_K11725,Colorhamphus parvirostris,-,Colorhamphus parvirostris,Colorhamphus parvirostris,Colorhamphus parvirostris,Tyrannidae,Colorhamphus_parvirostris,
529,529,3039,Coniop_mcilh_L78827,Conioptilon mcilhennyi,-,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Cotingidae,Conioptilon_mcilhennyi,
530,530,3038,Coniop_mcilh_K1416,Conioptilon mcilhennyi,-,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Cotingidae,Conioptilon_mcilhennyi,
531,531,3038,Coniop_mcilh_K1416,Conioptilon mcilhennyi,-,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Cotingidae,Conioptilon_mcilhennyi,
532,532,3039,Coniop_mcilh_L78827,Conioptilon mcilhennyi,-,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Cotingidae,Conioptilon_mcilhennyi,
533,533,3038,Coniop_mcilh_K1416,Conioptilon mcilhennyi,-,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Cotingidae,Conioptilon_mcilhennyi,
534,534,3039,Coniop_mcilh_L78827,Conioptilon mcilhennyi,-,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Conioptilon mcilhennyi,Cotingidae,Conioptilon_mcilhennyi,
535,535,2711,Conopi_albvit_L46625,Conopias albovittatus,albovittatus,Conopias albovittatus,Conopias albovittatus,Conopias albovittatus,Tyrannidae,Conopias_albovittatus,
536,536,2711,Conopi_albvit_L46625,Conopias albovittatus,albovittatus,Conopias albovittatus,Conopias albovittatus,Conopias albovittatus,Tyrannidae,Conopias_albovittatus,
537,537,2711,Conopi_albvit_L46625,Conopias albovittatus,albovittatus,Conopias albovittatus,Conopias albovittatus,Conopias albovittatus,Tyrannidae,Conopias_albovittatus,
538,538,2718,Conopi_cinnet_KU17356,Conopias cinchoneti,cinchoneti,Conopias cinchoneti,Conopias cinchoneti,Conopias cinchoneti,Tyrannidae,Conopias_cinchoneti,
539,539,2718,Conopi_cinnet_KU17356,Conopias cinchoneti,cinchoneti,Conopias cinchoneti,Conopias cinchoneti,Conopias cinchoneti,Tyrannidae,Conopias_cinchoneti,
540,540,2718,Conopi_cinnet_KU17356,Conopias cinchoneti,cinchoneti,Conopias cinchoneti,Conopias cinchoneti,Conopias cinchoneti,Tyrannidae,Conopias_cinchoneti,
541,541,2713,Conopi_parvus_L48291,Conopias parvus,-,Conopias parvus,Conopias parvus,Conopias parvus,Tyrannidae,Conopias_parvus,
542,542,2713,Conopi_parvus_L48291,Conopias parvus,-,Conopias parvus,Conopias parvus,Conopias parvus,Tyrannidae,Conopias_parvus,
543,543,2713,Conopi_parvus_L48291,Conopias parvus,-,Conopias parvus,Conopias parvus,Conopias parvus,Tyrannidae,Conopias_parvus,
544,544,2715,Conopi_tritus_K3772,Conopias trivirgatus,trivirgatus,Conopias trivirgatus,Conopias trivirgatus,Conopias trivirgatus,Tyrannidae,Conopias_trivirgatus,
545,545,2715,Conopi_tritus_K3772,Conopias trivirgatus,trivirgatus,Conopias trivirgatus,Conopias trivirgatus,Conopias trivirgatus,Tyrannidae,Conopias_trivirgatus,
546,546,2715,Conopi_tritus_K3772,Conopias trivirgatus,trivirgatus,Conopias trivirgatus,Conopias trivirgatus,Conopias trivirgatus,Tyrannidae,Conopias_trivirgatus,
547,547,729,Conopo_ardaca_L41755,Conopophaga ardesiaca,ardesiaca,Conopophaga ardesiaca,Conopophaga ardesiaca,Conopophaga ardesiaca,Conopophagidae,Conopophaga_ardesiaca,
548,548,729,Conopo_ardaca_L41755,Conopophaga ardesiaca,ardesiaca,Conopophaga ardesiaca,Conopophaga ardesiaca,Conopophaga ardesiaca,Conopophagidae,Conopophaga_ardesiaca,
549,549,729,Conopo_ardaca_L41755,Conopophaga ardesiaca,ardesiaca,Conopophaga ardesiaca,Conopophaga ardesiaca,Conopophaga ardesiaca,Conopophagidae,Conopophaga_ardesiaca,
550,550,717,Conopo_aurita_L55273,Conopophaga aurita,aurita,Conopophaga aurita,Conopophaga aurita,Conopophaga aurita,Conopophagidae,Conopophaga_aurita,
551,551,717,Conopo_aurita_L55273,Conopophaga aurita,aurita,Conopophaga aurita,Conopophaga aurita,Conopophaga aurita,Conopophagidae,Conopophaga_aurita,
552,552,717,Conopo_aurita_L55273,Conopophaga aurita,aurita,Conopophaga aurita,Conopophaga aurita,Conopophaga aurita,Conopophagidae,Conopophaga_aurita,
553,553,NA,,Conopophaga aurita,,Conopophaga aurita,Conopophaga aurita,Conopophaga snethlageae,Conopophagidae,Conopophaga_aurita,missing from tree and split by IUCN
554,554,731,Conopo_cascep_H2114,Conopophaga castaneiceps,castaneiceps,Conopophaga castaneiceps,Conopophaga castaneiceps,Conopophaga castaneiceps,Conopophagidae,Conopophaga_castaneiceps,
555,555,731,Conopo_cascep_H2114,Conopophaga castaneiceps,castaneiceps,Conopophaga castaneiceps,Conopophaga castaneiceps,Conopophaga castaneiceps,Conopophagidae,Conopophaga_castaneiceps,
556,556,724,Conopo_linata_LGE10413,Conopophaga cearae,cearae,Conopophaga cearae,Conopophaga cearae,Conopophaga cearae,Conopophagidae,Conopophaga_lineata,
557,557,721,Conopo_linata_MPEGSB76,Conopophaga lineata,lineata,Conopophaga lineata,Conopophaga lineata,Conopophaga lineata,Conopophagidae,Conopophaga_lineata,
558,558,721,Conopo_linata_MPEGSB76,Conopophaga lineata,lineata,Conopophaga lineata,Conopophaga lineata,Conopophaga lineata,Conopophagidae,Conopophaga_lineata,
559,559,733,Conopo_melgas_L78064,Conopophaga melanogaster,-,Conopophaga melanogaster,Conopophaga melanogaster,Conopophaga melanogaster,Conopophagidae,Conopophaga_melanogaster,
560,560,733,Conopo_melgas_L78064,Conopophaga melanogaster,-,Conopophaga melanogaster,Conopophaga melanogaster,Conopophaga melanogaster,Conopophagidae,Conopophaga_melanogaster,
561,561,733,Conopo_melgas_L78064,Conopophaga melanogaster,-,Conopophaga melanogaster,Conopophaga melanogaster,Conopophaga melanogaster,Conopophagidae,Conopophaga_melanogaster,
562,562,719,Conopo_melops_MZU92459,Conopophaga melanops,melanops,Conopophaga melanops,Conopophaga melanops,Conopophaga melanops,Conopophagidae,Conopophaga_melanops,
563,563,719,Conopo_melops_MZU92459,Conopophaga melanops,melanops,Conopophaga melanops,Conopophaga melanops,Conopophaga melanops,Conopophagidae,Conopophaga_melanops,
564,564,65002,Conopo_melops_LGE1753,Conopophaga melanops,,Conopophaga melanops,Conopophaga melanops,Conopophaga melanops,Conopophagidae,Conopophaga_melanops,
565,565,727,Conopo_peruvi_L40502,Conopophaga peruviana,-,Conopophaga peruviana,Conopophaga peruviana,Conopophaga peruviana,Conopophagidae,Conopophaga_peruviana,
566,566,727,Conopo_peruvi_L40502,Conopophaga peruviana,-,Conopophaga peruviana,Conopophaga peruviana,Conopophaga peruviana,Conopophagidae,Conopophaga_peruviana,
567,567,727,Conopo_peruvi_L40502,Conopophaga peruviana,-,Conopophaga peruviana,Conopophaga peruviana,Conopophaga peruviana,Conopophagidae,Conopophaga_peruviana,
568,568,725,Conopo_robrti_MPEGCAX13,Conopophaga roberti,-,Conopophaga roberti,Conopophaga roberti,Conopophaga roberti,Conopophagidae,Conopophaga_roberti,
569,569,725,Conopo_robrti_MPEGCAX13,Conopophaga roberti,-,Conopophaga roberti,Conopophaga roberti,Conopophaga roberti,Conopophagidae,Conopophaga_roberti,
570,570,2483,Contop_alblar_YPM139867,Contopus albogularis,-,Contopus albogularis,Contopus albogularis,Contopus albogularis,Tyrannidae,Contopus_albogularis,
571,571,2483,Contop_alblar_YPM139867,Contopus albogularis,-,Contopus albogularis,Contopus albogularis,Contopus albogularis,Tyrannidae,Contopus_albogularis,
572,572,2483,Contop_alblar_YPM139867,Contopus albogularis,-,Contopus albogularis,Contopus albogularis,Contopus albogularis,Tyrannidae,Contopus_albogularis,
573,573,2488,Contop_cariba_USNM327749,Contopus caribaeus,hispaniolensis,Contopus caribaeus,Contopus caribaeus,Contopus caribaeus,Tyrannidae,Contopus_caribaeus,
574,574,2488,Contop_cariba_USNM327749,Contopus caribaeus,hispaniolensis,Contopus caribaeus,Contopus caribaeus,Contopus caribaeus,Tyrannidae,Contopus_caribaeus,
575,575,2475,Contop_cinreu_K3847,Contopus cinereus,cinereus,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,Contopus_cinereus,
576,576,2475,Contop_cinreu_K3847,Contopus cinereus,cinereus,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,Contopus_cinereus,
577,577,2475,Contop_cinreu_K3847,Contopus cinereus,cinereus,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,Contopus_cinereus,
578,578,2479,Contop_cinreu_LSU48414,Contopus cinereus,surinamensis,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,Contopus_cinereus,
579,579,2477,Contop_cinreu_LSU66921,Contopus cinereus,punensis,Contopus cinereus,Contopus cinereus,Contopus punensis,Tyrannidae,Contopus_cinereus,
580,580,2481,Contop_cinreu_UWB56023,Contopus cinereus,brachytarsus,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,Contopus_cinereus,
581,581,2479,Contop_cinreu_LSU48414,Contopus cinereus,surinamensis,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,Contopus_cinereus,
582,582,2477,Contop_cinreu_LSU66921,Contopus cinereus,punensis,Contopus cinereus,Contopus cinereus,Contopus punensis,Tyrannidae,Contopus_cinereus,
583,583,2481,Contop_cinreu_UWB56023,Contopus cinereus,brachytarsus,Contopus cinereus,Contopus cinereus,Contopus cinereus,Tyrannidae,Contopus_cinereus,
584,584,NA,,Contopus cinereus,,Contopus cinereus,Contopus cinereus,Contopus bogotensis,Tyrannidae,Contopus_cinereus,missing from tree and split by IUCN
585,585,2457,Contop_coope_A17527,Contopus cooperi,-,Contopus cooperi,Contopus cooperi,Contopus cooperi,Tyrannidae,Contopus_cooperi,
586,586,2459,Contop_coope_LSUMZ61840,Contopus cooperi,?,Contopus cooperi,Contopus cooperi,Contopus cooperi,Tyrannidae,Contopus_cooperi,
587,587,2457,Contop_coope_A17527,Contopus cooperi,-,Contopus cooperi,Contopus cooperi,Contopus cooperi,Tyrannidae,Contopus_cooperi,
588,588,2459,Contop_coope_LSUMZ61840,Contopus cooperi,?,Contopus cooperi,Contopus cooperi,Contopus cooperi,Tyrannidae,Contopus_cooperi,
589,589,2465,Contop_fumgat_L22881,Contopus fumigatus,fumigatus,Contopus fumigatus,Contopus fumigatus,Contopus fumigatus,Tyrannidae,Contopus_fumigatus,
590,590,2465,Contop_fumgat_L22881,Contopus fumigatus,fumigatus,Contopus fumigatus,Contopus fumigatus,Contopus fumigatus,Tyrannidae,Contopus_fumigatus,
591,591,2493,Contop_hisp_K6337,Contopus hispaniolensis,hispaniolensis,Contopus hispaniolensis,Contopus hispaniolensis,Contopus hispaniolensis,Tyrannidae,Contopus_hispaniolensis,
592,592,2493,Contop_hisp_K6337,Contopus hispaniolensis,hispaniolensis,Contopus hispaniolensis,Contopus hispaniolensis,Contopus hispaniolensis,Tyrannidae,Contopus_hispaniolensis,
593,593,2495,Contop_lati_L11330,Contopus latirostris,blancoi,Contopus latirostris,Contopus latirostris,Contopus latirostris,Tyrannidae,Contopus_latirostris,
594,594,2463,Contop_lugu_L16041,Contopus lugubris,-,Contopus lugubris,Contopus lugubris,Contopus lugubris,Tyrannidae,Contopus_lugubris,
595,595,2463,Contop_lugu_L16041,Contopus lugubris,-,Contopus lugubris,Contopus lugubris,Contopus lugubris,Tyrannidae,Contopus_lugubris,
596,596,2485,Contop_nigcen_ANS17509,Contopus nigrescens,nigrescens,Contopus nigrescens,Contopus nigrescens,Contopus nigrescens,Tyrannidae,Contopus_nigrescens,
597,597,2485,Contop_nigcen_ANS17509,Contopus nigrescens,nigrescens,Contopus nigrescens,Contopus nigrescens,Contopus nigrescens,Tyrannidae,Contopus_nigrescens,
598,598,200580,Contop_nigcen_LSUMZ5427,Contopus nigrescens,nigrescens,Contopus nigrescens,Contopus nigrescens,Contopus nigrescens,Tyrannidae,Contopus_nigrescens,
599,599,2467,Contop_ocheus_L19784,Contopus ochraceus,-,Contopus ochraceus,Contopus ochraceus,Contopus ochraceus,Tyrannidae,Contopus_ochraceus,
600,600,2467,Contop_ocheus_L19784,Contopus ochraceus,-,Contopus ochraceus,Contopus ochraceus,Contopus ochraceus,Tyrannidae,Contopus_ochraceus,
601,601,2467,Contop_ocheus_L19784,Contopus ochraceus,-,Contopus ochraceus,Contopus ochraceus,Contopus ochraceus,Tyrannidae,Contopus_ochraceus,
602,602,2491,Contop_paldus_MVZ149935,Contopus pallidus,pallidus,Contopus pallidus,Contopus pallidus,Contopus pallidus,Tyrannidae,Contopus_pallidus,
603,603,2491,Contop_paldus_MVZ149935,Contopus pallidus,pallidus,Contopus pallidus,Contopus pallidus,Contopus pallidus,Tyrannidae,Contopus_pallidus,
604,604,2461,Contop_pernax_L38710,Contopus pertinax,pertinax,Contopus pertinax,Contopus pertinax,Contopus pertinax,Tyrannidae,Contopus_pertinax,
605,605,2461,Contop_pernax_L38710,Contopus pertinax,pertinax,Contopus pertinax,Contopus pertinax,Contopus pertinax,Tyrannidae,Contopus_pertinax,
606,606,2461,Contop_pernax_L38710,Contopus pertinax,pertinax,Contopus pertinax,Contopus pertinax,Contopus pertinax,Tyrannidae,Contopus_pertinax,
607,607,2469,Contop_sorlus_K4994,Contopus sordidulus,sordidulus,Contopus sordidulus,Contopus sordidulus,Contopus sordidulus,Tyrannidae,Contopus_sordidulus,
608,608,2469,Contop_sorlus_K4994,Contopus sordidulus,sordidulus,Contopus sordidulus,Contopus sordidulus,Contopus sordidulus,Tyrannidae,Contopus_sordidulus,
609,609,2469,Contop_sorlus_K4994,Contopus sordidulus,sordidulus,Contopus sordidulus,Contopus sordidulus,Contopus sordidulus,Tyrannidae,Contopus_sordidulus,
610,610,2471,Contop_viren_L37174,Contopus virens,ssp.1,Contopus virens,Contopus virens,Contopus virens,Tyrannidae,Contopus_virens,
611,611,2473,Contop_viren_MVZ168655,Contopus virens,ssp.2,Contopus virens,Contopus virens,Contopus virens,Tyrannidae,Contopus_virens,
612,612,2471,Contop_viren_L37174,Contopus virens,ssp.1,Contopus virens,Contopus virens,Contopus virens,Tyrannidae,Contopus_virens,
613,613,2473,Contop_viren_MVZ168655,Contopus virens,ssp.2,Contopus virens,Contopus virens,Contopus virens,Tyrannidae,Contopus_virens,
614,614,2471,Contop_viren_L37174,Contopus virens,ssp.1,Contopus virens,Contopus virens,Contopus virens,Tyrannidae,Contopus_virens,
615,615,2473,Contop_viren_MVZ168655,Contopus virens,ssp.2,Contopus virens,Contopus virens,Contopus virens,Tyrannidae,Contopus_virens,
616,616,3059,Corapi_alter_L28407,Corapipo altera,altera,Corapipo altera,Corapipo altera,Corapipo leucorrhoa,Pipridae,Corapipo_leucorrhoa,split in tree
617,617,3059,Corapi_alter_L28407,Corapipo altera,altera,Corapipo altera,Corapipo altera,Corapipo leucorrhoa,Pipridae,Corapipo_leucorrhoa,split in tree
618,618,3058,Corapi_alter_LSU28374,Corapipo altera,altera,Corapipo altera,Corapipo altera,Corapipo leucorrhoa,Pipridae,Corapipo_leucorrhoa,split in tree
619,619,3059,Corapi_alter_L28407,Corapipo altera,altera,Corapipo altera,Corapipo altera,Corapipo leucorrhoa,Pipridae,Corapipo_leucorrhoa,split in tree
620,620,3058,Corapi_alter_LSU28374,Corapipo altera,altera,Corapipo altera,Corapipo altera,Corapipo leucorrhoa,Pipridae,Corapipo_leucorrhoa,split in tree
621,621,3063,Corapi_gutlis_L48430,Corapipo gutturalis,-,Corapipo gutturalis,Corapipo gutturalis,Corapipo gutturalis,Pipridae,Corapipo_gutturalis,
622,622,3063,Corapi_gutlis_L48430,Corapipo gutturalis,-,Corapipo gutturalis,Corapipo gutturalis,Corapipo gutturalis,Pipridae,Corapipo_gutturalis,
623,623,3063,Corapi_gutlis_L48430,Corapipo gutturalis,-,Corapipo gutturalis,Corapipo gutturalis,Corapipo gutturalis,Pipridae,Corapipo_gutturalis,
624,624,3061,Corapi_leurho_ICN33757,Corapipo leucorrhoa,-,Corapipo leucorrhoa,Corapipo leucorrhoa,Corapipo leucorrhoa,Pipridae,Corapipo_leucorrhoa,split in tree
625,625,3061,Corapi_leurho_ICN33757,Corapipo leucorrhoa,-,Corapipo leucorrhoa,Corapipo leucorrhoa,Corapipo leucorrhoa,Pipridae,Corapipo_leucorrhoa,split in tree
626,626,3318,Corvus_brac_L53041,Corvus brachyrhynchos,?,Corvus brachyrhynchos,Corvus brachyrhynchos,Corvus brachyrhynchos,Corvidae,NA,outgroup
627,627,200435,Corvus_brac_LSUMZ53041,Corvus brachyrhynchos,,Corvus brachyrhynchos,Corvus brachyrhynchos,Corvus brachyrhynchos,Corvidae,NA,outgroup
